,Compound,Date,Media Source,Negative,Neutral,Positive,Tweets Ago
464,0.0,Sat Mar 03 12:21:02 +0000 2018,@nytimes,1.0,0.0,0.0,65
465,-0.4541,Sat Mar 03 12:02:07 +0000 2018,@nytimes,0.847,0.153,0.0,66
466,0.0,Sat Mar 03 11:46:18 +0000 2018,@nytimes,1.0,0.0,0.0,67
467,-0.4019,Sat Mar 03 11:28:58 +0000 2018,@nytimes,0.816,0.184,0.0,68
468,0.3818,Sat Mar 03 11:25:56 +0000 2018,@nytimes,0.755,0.0,0.245,69
469,0.5994,Sat Mar 03 11:22:53 +0000 2018,@nytimes,0.505,0.0,0.495,70
470,0.5994,Sat Mar 03 11:19:39 +0000 2018,@nytimes,0.719,0.0,0.281,71
471,-0.8225,Sat Mar 03 11:03:06 +0000 2018,@nytimes,0.664,0.336,0.0,72
472,0.9183,Sat Mar 03 10:36:20 +0000 2018,@nytimes,0.581,0.0,0.419,73
473,0.5106,Sat Mar 03 10:19:53 +0000 2018,@nytimes,0.845,0.0,0.155,74
474,0.0,Sat Mar 03 10:03:05 +0000 2018,@nytimes,1.0,0.0,0.0,75
475,0.0772,Sat Mar 03 09:46:29 +0000 2018,@nytimes,0.885,0.0,0.115,76
476,0.0,Sat Mar 03 09:46:05 +0000 2018,@nytimes,1.0,0.0,0.0,77
477,0.0,Sat Mar 03 09:25:00 +0000 2018,@nytimes,1.0,0.0,0.0,78
478,0.6486,Sat Mar 03 09:08:42 +0000 2018,@nytimes,0.773,0.0,0.227,79
479,0.0,Sat Mar 03 08:52:19 +0000 2018,@nytimes,1.0,0.0,0.0,80
480,-0.3182,Sat Mar 03 08:36:01 +0000 2018,@nytimes,0.887,0.113,0.0,81
481,0.0258,Sat Mar 03 08:07:00 +0000 2018,@nytimes,0.909,0.0,0.091,82
482,0.0,Sat Mar 03 07:49:12 +0000 2018,@nytimes,1.0,0.0,0.0,83
483,-0.3818,Sat Mar 03 07:47:02 +0000 2018,@nytimes,0.874,0.126,0.0,84
484,-0.296,Sat Mar 03 07:15:29 +0000 2018,@nytimes,0.879,0.121,0.0,85
485,0.5106,Sat Mar 03 06:59:02 +0000 2018,@nytimes,0.845,0.0,0.155,86
486,0.0,Sat Mar 03 06:42:03 +0000 2018,@nytimes,1.0,0.0,0.0,87
487,0.25,Sat Mar 03 06:23:39 +0000 2018,@nytimes,0.895,0.0,0.105,88
488,0.7096,Sat Mar 03 06:07:01 +0000 2018,@nytimes,0.688,0.0,0.312,89
489,0.5994,Sat Mar 03 05:50:16 +0000 2018,@nytimes,0.719,0.0,0.281,90
490,-0.296,Sat Mar 03 05:32:02 +0000 2018,@nytimes,0.905,0.095,0.0,91
491,-0.4215,Sat Mar 03 05:17:03 +0000 2018,@nytimes,0.707,0.223,0.071,92
492,-0.5106,Sat Mar 03 05:02:02 +0000 2018,@nytimes,0.858,0.142,0.0,93
493,-0.4215,Sat Mar 03 04:47:03 +0000 2018,@nytimes,0.865,0.135,0.0,94
494,0.2732,Sat Mar 03 04:37:01 +0000 2018,@nytimes,0.884,0.0,0.116,95
495,0.4215,Sat Mar 03 04:26:03 +0000 2018,@nytimes,0.851,0.0,0.149,96
496,0.0,Sat Mar 03 04:17:03 +0000 2018,@nytimes,1.0,0.0,0.0,97
497,0.296,Sat Mar 03 04:02:04 +0000 2018,@nytimes,0.556,0.167,0.278,98
498,0.0,Sat Mar 03 03:47:02 +0000 2018,@nytimes,1.0,0.0,0.0,99
499,-0.3612,Sat Mar 03 03:32:03 +0000 2018,@nytimes,0.848,0.152,0.0,100
